form	pos	lemma
sine	PD(type=poss,position=prenom)	zijn
begeerte	NOU-C(number=sg)	begeerte
leden	NOU-C(number=pl)	lid
alse	CONJ(type=sub)	als
dat	PD(type=d-p,subtype=art,position=prenom)	dat
bernende	AA(degree=pos,position=prenom)	brandend
vier	NOU-C(number=sg)	vier
daer	ADV(type=pron)	daar
men	PD(type=pers,position=free)	men
water	NOU-C(number=sg)	water
op	ADV(type=pron)	op
worpt	VRB(finiteness=fin,tense=pres)	werpen
ende	CONJ(type=coor)	en
al	ADV(type=reg)	al
te	ADV(type=reg)	te
hant	ADV(type=reg)	hand
bluscht	VRB(finiteness=fin,tense=pres)	blussen
ende	CONJ(type=coor)	en
vercout	VRB(finiteness=fin,tense=pres)	verkouden
maer	CONJ(type=coor)	maar
dwijf	VRB(finiteness=fin,tense=pres)	dwijven
die	PD(type=d-p,position=free)	die
selden	PD(type=d-p,position=free)	zeld
corrumpeert	VRB(finiteness=fin,tense=pres)	corrumperen
sy	PD(type=pers,position=free)	zij
berret	NOU-C(number=sg)	brand
ende	CONJ(type=coor)	en
verhit	VRB(finiteness=fin,tense=pres)	verhitten
meer	ADV(type=reg)	meer
dan	CONJ(type=sub)	dan
dat	PD(type=d-p,subtype=art,position=prenom)	dat
vier	NOU-C(number=sg)	vier
dat	PD(type=d-p,position=free)	dat
berret	VRB(finiteness=fin,tense=pres)	branden
ende	CONJ(type=coor)	en
omme	ADP(type=pre)	om
dese	PD(type=d-p,subtype=oth,position=prenom)	deze
redene	NOU-C(number=sg)	rede
heeft	VRB(finiteness=fin,tense=pres)	hebben
dat	PD(type=d-p,subtype=art,position=prenom)	dat
wijf	NOU-C(number=sg)	wijf
heteren	AA(degree=comp,position=prenom)	heet
wille	NOU-C(number=sg)	wil
ende	CONJ(type=coor)	en
verliest	VRB(finiteness=fin,tense=pres)	verliezen
haer	PD(type=pers,position=free)	zij
meer	ADV(type=reg)	meer
in	ADP(type=pre)	in
dat	PD(type=d-p,subtype=art,position=prenom)	dat
spel	NOU-C(number=sg)	spel
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
niet	ADV(type=reg)	niet
alsoe	ADV(type=reg)	alzo
dicke	ADV(type=reg)	dik
corrumperen	VRB(finiteness=inf)	corrumperen
en	ADV(type=reg)	ne
mach	VRB(finiteness=fin,tense=pres)	mogen
alse	CONJ(type=sub)	als
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
want	CONJ(type=coor)	want
mochte	VRB(finiteness=fin,tense=past)	mogen
sy	PD(type=pers,position=free)	zij
corrumperen	VRB(finiteness=inf)	corrumperen
alse	CONJ(type=sub)	als
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
soe	ADV(type=reg)	zo
soude	VRB(finiteness=fin,tense=past)	zullen
sy	PD(type=pers,position=free)	zij
vercoelen	VRB(finiteness=inf)	verkoelen
als	CONJ(type=sub)	als
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
begeert	VRB(finiteness=fin,tense=pres)	begeren
sy	PD(type=pers,position=free)	zij
mere	ADV(type=reg)	meer
dan	CONJ(type=sub)	dan
die	PD(type=d-p,subtype=art,position=prenom)	die
man	NOU-C(number=sg)	man
openbare	AA(degree=pos,position=postnom)	openbaar
want	CONJ(type=coor)	want
telker	ADP(type=pre)+PD(type=indef,subtype=oth,position=prenom)	te+elk
maent	NOU-C(number=sg)	maand
ofte	CONJ(type=coor)	ofte
meer	ADV(type=reg)	meer
soe	ADV(type=reg)	zo
hebben	VRB(finiteness=fin,tense=pres)	hebben
die	PD(type=d-p,subtype=art,position=prenom)	die
wive	NOU-C(number=pl)	wijf
dat	PD(type=d-p,position=free)	dat
bloiende	VRB(finiteness=prespart)	bloeien
ende	CONJ(type=coor)	en
alsi	CONJ(type=sub)+PD(type=pers,position=free)	alse+zij
kint	NOU-C(number=sg)	kind
dragen	VRB(finiteness=fin,tense=pres)	dragen
soe	ADV(type=reg)	zo
gereint	VRB(finiteness=fin,tense=pres)	regenen
hem	PD(type=pers,position=free)	hij
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
onghemac	NOU-C(number=sg)	ongemak
niet	ADV(type=reg)	niet
ghedoot	VRB(finiteness=pastpart)	doden
waers	VRB(finiteness=fin,tense=past)	zijn
want	CONJ(type=coor)	want
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
quaden	AA(degree=pos,position=prenom)	kwaad
ouden	AA(degree=pos,position=prenom)	oud
boeme	NOU-C(number=sg)	boom
en	ADV(type=reg)	ne
mach	VRB(finiteness=fin,tense=pres)	mogen
niet	ADV(type=reg)	niet
anders	ADV(type=reg)	anders
comen	VRB(finiteness=inf)	komen
dan	CONJ(type=sub)	dan
quade	AA(degree=pos,position=prenom)	kwaad
vrucht	NOU-C(number=sg)	vrucht
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
seggen	VRB(finiteness=fin,tense=pres)	zeggen
wy	PD(type=pers,position=free)	wij
dat	CONJ(type=sub)	dat
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
niet	ADV(type=reg)	niet
wantrouwen	VRB(finiteness=inf)	wantrouwen
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
sinen	PD(type=poss,position=prenom)	zijn
wive	NOU-C(number=sg)	wijf
in	ADP(type=pre)	in
gere	AA(degree=pos,position=prenom)	geer
manieren	NOU-C(number=sg)	manier
ofte	CONJ(type=coor)	ofte
verwiten	VRB(finiteness=inf)	verwijten
enege	PD(type=indef,subtype=oth,position=prenom)	enig
dulheit	NOU-C(number=sg)	dolheid
die	PD(type=d-p,position=free)	die
sy	PD(type=pers,position=free)	zij
mesdaen	VRB(finiteness=pastpart)	misdoen
heeft	VRB(finiteness=fin,tense=pres)	hebben
ende	CONJ(type=coor)	en
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du
does	VRB(finiteness=fin,tense=pres)	doen
dat	CONJ(type=sub)	dat
du	PD(type=pers,position=free)	du
verlichts	VRB(finiteness=fin,tense=pres)	verlichten
hare	PD(type=pers,position=free)	haar
therte	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart
quaet	NOU-C(number=sg)	kwaad
te	ADP(type=pre)	te
doene	VRB(finiteness=inf)	doen
ende	CONJ(type=coor)	en
in	ADP(type=pre)	in
deser	PD(type=d-p,position=free)	deze
gelike	NOU-C(number=sg)	gelijke
soe	ADV(type=reg)	zo
es	VRB(finiteness=fin,tense=pres)	zijn
dwijf	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	de+wijf
den	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
ende	CONJ(type=coor)	en
soe	ADV(type=reg)	zo
lange	AA(degree=pos,position=prenom)	lang
machtuse	NOU-C(number=sg)	machtuus
castien	NOU-C(number=sg)	kastie
met	ADP(type=pre)	met
soeten	AA(degree=pos,position=prenom)	zoet
woerden	NOU-C(number=pl)	woerd
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
hare	PD(type=pers,position=free)	haar
hoeden	VRB(finiteness=inf)	hoeden
mach	VRB(finiteness=fin,tense=pres)	mogen
ende	CONJ(type=coor)	en
laten	VRB(finiteness=inf)	laten
van	ADP(type=pre)	van
haren	PD(type=poss,position=prenom)	haar
quade	NOU-C(number=sg)	kwaad
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
dat	CONJ(type=sub)	dat
dijn	PD(type=poss,position=prenom)	dijn
wijf	NOU-C(number=sg)	wijf
sprect	VRB(finiteness=fin,tense=pres)	spreken
iegen	ADP(type=pre)	jegen
dinen	PD(type=poss,position=prenom)	dijn
vrint	NOU-C(number=sg)	vriend
ofte	CONJ(type=coor)	ofte
lacht	VRB(finiteness=fin,tense=pres)	lachen
ofte	CONJ(type=coor)	ofte
speelt	VRB(finiteness=fin,tense=pres)	spelen
ofte	CONJ(type=coor)	ofte
scoept	VRB(finiteness=fin,tense=pres)	schopen
ofte	CONJ(type=coor)	ofte
scherent	VRB(finiteness=fin,tense=pres)	scheren
ofte	CONJ(type=coor)	ofte
na	ADP(type=pre)	na
hem	PD(type=pers,position=free)	hij
siet	VRB(finiteness=fin,tense=pres)	zien
daeromme	ADV(type=pron)	daarom
en	ADV(type=reg)	ne
soutu	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	zullen+du
hare	PD(type=pers,position=free)	haar
niet	ADV(type=reg)	niet
wantrouwen	VRB(finiteness=inf)	wantrouwen
want	CONJ(type=coor)	want
dese	PD(type=d-p,subtype=oth,position=prenom)	deze
dingen	NOU-C(number=pl)	ding
mogen	VRB(finiteness=fin,tense=pres)	mogen
al	ADV(type=reg)	al
wel	ADV(type=reg)	wel
sijn	VRB(finiteness=inf)	zijn
nochtan	ADV(type=reg)	nochtan
essi	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+gij
suver	AA(degree=pos,position=free)	zuiver
ende	CONJ(type=coor)	en
reine	AA(degree=pos,position=free)	rein
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
herte	NOU-C(number=sg)	hart
sonder	ADP(type=pre)	zonder
enich	PD(type=indef,subtype=oth,position=prenom)	enig
archeit	NOU-C(number=sg)	ergheid
ende	CONJ(type=coor)	en
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
stille	AA(degree=pos,position=free)	stil
sijn	VRB(finiteness=fin,tense=pres)	zijn
ghemackelijc	AA(degree=pos,position=free)	gemakkelijk
oetmoedich	AA(degree=pos,position=free)	ootmoedig
ende	CONJ(type=coor)	en
goedertieren	AA(degree=pos,position=free)	goedertieren
van	ADP(type=pre)	van
buten	ADV(type=reg)	buiten
sijn	VRB(finiteness=fin,tense=pres)	zijn
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
herte	NOU-C(number=sg)	hart
dicwile	ADV(type=reg)	dikwijl
vol	AA(degree=pos,position=free)	vol
van	ADP(type=pre)	van
quaetheden	NOU-C(number=pl)	kwaadheid
ende	CONJ(type=coor)	en
scalcheiden	NOU-C(number=pl)	schalkheid
ende	CONJ(type=coor)	en
rijsheiden	NOU-C(number=pl)	rijsheid
ende	CONJ(type=coor)	en
en	ADV(type=reg)	ne
sijn	VRB(finiteness=fin,tense=pres)	zijn
niet	ADV(type=reg)	niet
alsoe	ADV(type=reg)	alzo
sy	PD(type=pers,position=free)	zij
schinen	VRB(finiteness=fin,tense=pres)	schijnen
voer	ADP(type=pre)	voor
die	PD(type=d-p,subtype=art,position=prenom)	die
oghen	NOU-C(number=pl)	oog
alsoe	ADV(type=reg)	alzo
alse	CONJ(type=sub)	als
die	PD(type=d-p,subtype=art,position=prenom)	die
appel	NOU-C(number=sg)	appel
die	PD(type=d-p,position=free)	die
alsoe	ADV(type=reg)	alzo
scoene	AA(degree=pos,position=free)	schoon
ende	CONJ(type=coor)	en
alsoe	ADV(type=reg)	alzo
wel	ADV(type=reg)	wel
riekende	VRB(finiteness=prespart)	rieken
es	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
buten	ADV(type=reg)	buiten
ende	CONJ(type=coor)	en
binnen	ADV(type=reg)	binnen
es	VRB(finiteness=fin,tense=pres)	zijn
hy	PD(type=pers,position=free)	hij
verrot	AA(degree=pos,position=free)	verrot
ende	CONJ(type=coor)	en
wormachtich	AA(degree=pos,position=free)	wormachtig
ende	CONJ(type=coor)	en
hier	ADV(type=pron)	hier
omme	ADV(type=pron)	om
seggen	VRB(finiteness=fin,tense=pres)	zeggen
wy	PD(type=pers,position=free)	wij
dat	CONJ(type=sub)	dat
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
wantrouwen	VRB(finiteness=inf)	wantrouwen
sinen	PD(type=poss,position=prenom)	zijn
wive	NOU-C(number=sg)	wijf
en	ADV(type=reg)	ne
sy	VRB(finiteness=fin,tense=pres)	zijn
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
wel	ADV(type=reg)	wel
seker	AA(degree=pos,position=free)	zeker
sy	VRB(finiteness=fin,tense=pres)	zijn
hare	PD(type=poss,position=prenom)	haar
rijsheit	NOU-C(number=sg)	rijsheid
noch	CONJ(type=coor)	noch
dat	PD(type=d-p,subtype=oth,position=prenom)	dat
wijf	NOU-C(number=sg)	wijf
oec	ADV(type=reg)	ook
den	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
lieden	NOU-C(number=pl)	lieden
ja	ADV(type=reg)	ja
het	PD(type=pers,position=free)	het
ware	VRB(finiteness=fin,tense=past)	zijn
te	ADV(type=reg)	te
vele	PD(type=indef,position=free)	veel
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du
gheloven	VRB(finiteness=inf)	geloven
souts	VRB(finiteness=fin,tense=past)	zullen
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du
peins	VRB(finiteness=fin,tense=pres)	peinzen
van	ADP(type=pre)	van
dy	PD(type=pers,position=free)	du
selven	PD(type=d-p,position=free)	zelf
want	CONJ(type=coor)	want
du	PD(type=pers,position=free)	du
mochs	VRB(finiteness=fin,tense=past)	mogen
qualijc	ADV(type=reg)	kwalijk
kinnen	VRB(finiteness=inf)	kennen
enen	PD(type=indef,subtype=art,position=prenom)	een
anderen	PD(type=indef,position=free)	ander
alse	CONJ(type=sub)	als
du	PD(type=pers,position=free)	du
dy	PD(type=pers,position=free)	du
selven	PD(type=d-p,position=free)	zelf
niet	ADV(type=reg)	niet
kinnen	VRB(finiteness=inf)	kennen
en	ADV(type=reg)	ne
cons	VRB(finiteness=fin,tense=pres)	kunnen
du	PD(type=pers,position=free)	du
pens	VRB(finiteness=fin,tense=pres)	pennen
lichte	AA(degree=pos,position=free)	licht
van	ADP(type=pre)	van
dy	PD(type=pers,position=free)	du
selven	PD(type=d-p,position=free)	zelf
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du
best	VRB(finiteness=fin,tense=pres)	zijn
vroet	AA(degree=pos,position=free)	vroed
ende	CONJ(type=coor)	en
ghemint	VRB(finiteness=pastpart)	minnen
ende	CONJ(type=coor)	en
du	PD(type=pers,position=free)	du
en	ADV(type=reg)	ne
best	VRB(finiteness=fin,tense=pres)	zijn
lichte	AA(degree=pos,position=free)	licht
no	CONJ(type=coor)	noch
weder	ADV(type=reg)	weder
du	PD(type=pers,position=free)	du
waens	VRB(finiteness=fin,tense=pres)	wanen
sijn	VRB(finiteness=inf)	zijn
van	ADP(type=pre)	van
ere	PD(type=indef,subtype=art,position=prenom)	een
manieren	NOU-C(number=sg)	manier
du	PD(type=pers,position=free)	du
best	VRB(finiteness=fin,tense=pres)	zijn
nochtan	ADV(type=reg)	nochtan
van	ADP(type=pre)	van
ere	PD(type=indef,subtype=art,position=prenom)	een
andere	PD(type=indef,position=free)	ander
alse	CONJ(type=sub)	als
du	PD(type=pers,position=free)	du
die	PD(type=d-p,position=free)	die
waerheit	NOU-C(number=sg)	waarheid
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
cans	VRB(finiteness=fin,tense=pres)	kunnen
gesien	VRB(finiteness=pastpart)	zien
no	CONJ(type=coor)	noch
gepensen	VRB(finiteness=inf)	gepeinzen
van	ADP(type=pre)	van
dy	PD(type=d-p,position=free)	du
selven	PD(type=d-p,position=free)	zelf
soutu	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	zullen+du
dan	ADV(type=reg)	dan
geloven	VRB(finiteness=inf)	geloven
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du
pens	VRB(finiteness=fin,tense=pres)	pennen
van	ADP(type=pre)	van
anderen	PD(type=indef,subtype=oth,position=prenom)	ander
lieden	NOU-C(number=pl)	lieden
van	ADP(type=pre)	van
dingen	NOU-C(number=pl)	ding
die	PD(type=d-p,position=free)	die
men	PD(type=pers,position=free)	men
niet	ADV(type=reg)	niet
seker	AA(degree=pos,position=free)	zeker
weten	VRB(finiteness=inf)	weten
en	ADV(type=reg)	ne
mach	VRB(finiteness=fin,tense=pres)	mogen
by	ADP(type=pre)	bij
hem	PD(type=refl,position=free)	hij
selven	PD(type=d-p,position=free)	zelf
no	CONJ(type=coor)	noch
by	ADP(type=pre)	bij
anderen	PD(type=indef,position=free)	ander
des	PD(type=d-p,subtype=art,position=prenom)	de
menschen	NOU-C(number=sg)	mens
herte	NOU-C(number=sg)	hart
es	VRB(finiteness=fin,tense=pres)	zijn
alse	CONJ(type=sub)	als
een	PD(type=indef,subtype=art,position=prenom)	een
boem	NOU-C(number=sg)	boom
die	PD(type=d-p,position=free)	die
gheplant	VRB(finiteness=pastpart)	planten
es	VRB(finiteness=fin,tense=pres)	zijn
in	ADP(type=pre)	in
deerde	NOU-C(number=sg)	deerde
dien	PD(type=d-p,position=free)	dat
de	PD(type=d-p,subtype=art,position=prenom)	de
wint	NOU-C(number=sg)	wind
helden	NOU-C(number=pl)	held
doet	VRB(finiteness=fin,tense=pres)	doen
van	ADP(type=pre)	van
wat	PD(type=w-p,position=prenom)	wat
siden	NOU-C(number=pl)	zijde
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
comt	VRB(finiteness=fin,tense=pres)	komen
maer	CONJ(type=coor)	maar
es	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,subtype=art,position=prenom)	die
boem	NOU-C(number=sg)	boom
sterc	AA(degree=pos,position=free)	sterk
ende	CONJ(type=coor)	en
vast	AA(degree=pos,position=free)	vast
hy	PD(type=pers,position=free)	hij
hout	VRB(finiteness=fin,tense=pres)	houden
hem	PD(type=refl,position=free)	hij
wel	ADV(type=reg)	wel
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
niene	ADV(type=reg)	niene
brect	VRB(finiteness=fin,tense=pres)	breken
nochtan	ADV(type=reg)	nochtan
doeti	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	doen+gij
weiven	VRB(finiteness=inf)	weven
die	PD(type=d-p,subtype=art,position=prenom)	die
risere	NOU-C(number=sg)	rijs
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
bladere	NOU-C(number=pl)	blad
dat	CONJ(type=sub)	dat
therte	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart
smenschen	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	de+mens
es	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,subtype=art,position=prenom)	die
boem	NOU-C(number=sg)	boom
die	PD(type=d-p,subtype=art,position=prenom)	die
wint	NOU-C(number=sg)	wind
es	VRB(finiteness=fin,tense=pres)	zijn
de	PD(type=d-p,subtype=art,position=prenom)	de
humoren	NOU-C(number=pl)	humeur
want	CONJ(type=coor)	want
alse	CONJ(type=sub)	als
die	PD(type=d-p,subtype=art,position=prenom)	die
humoren	NOU-C(number=pl)	humeur
comen	VRB(finiteness=fin,tense=pres)	komen
omtrint	VRB(finiteness=fin,tense=pres)	omtrinnen
therte	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart
soe	ADV(type=reg)	zo
doen	VRB(finiteness=fin,tense=pres)	doen
sy	PD(type=pers,position=free)	zij
dan	ADV(type=reg)	dan
pensen	VRB(finiteness=inf)	peinzen
therte	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart
daer	ADV(type=pron)	daar
af	ADV(type=pron)	af
sine	PD(type=poss,position=prenom)	zijn
natuere	NOU-C(number=sg)	natuur
es	VRB(finiteness=fin,tense=pres)	zijn
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
goet	AA(degree=pos,position=free)	goed
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
quaet	AA(degree=pos,position=free)	kwaad
ende	CONJ(type=coor)	en
alse	CONJ(type=sub)	als
therte	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart
dan	ADV(type=reg)	dan
es	VRB(finiteness=fin,tense=pres)	zijn
in	ADP(type=pre)	in
enegen	PD(type=indef,subtype=oth,position=prenom)	enig
ghepensen	NOU-C(number=sg)	gepensen
omme	ADP(type=pre)	om
sinen	PD(type=poss,position=prenom)	zijn
orbore	NOU-C(number=sg)	oorbaar
oft	CONJ(type=coor)	of
om	ADP(type=pre)	om
sijn	PD(type=poss,position=prenom)	zijn
achterdeel	NOU-C(number=sg)	achterdeel
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
humoren	NOU-C(number=pl)	humeur
dan	ADV(type=reg)	dan
comen	VRB(finiteness=fin,tense=pres)	komen
omtrint	ADP(type=pre)	omtrent
hem	PD(type=pers,position=free)	hij
soe	ADV(type=reg)	zo
scudden	VRB(finiteness=fin,tense=pres)	schudden
sy	PD(type=pers,position=free)	zij
dan	ADV(type=reg)	dan
die	PD(type=d-p,subtype=art,position=prenom)	die
telgere	NOU-C(number=pl)	telg
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
bladere	NOU-C(number=pl)	blad
ende	CONJ(type=coor)	en
doent	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	doenen+het
dan	ADV(type=reg)	dan
pensen	VRB(finiteness=inf)	peinzen
el	PD(type=indef,position=free)	el
weert	AA(degree=pos,position=free)	waard
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
en	ADV(type=reg)	ne
salmen	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+men
niet	ADV(type=reg)	niet
gheloeven	VRB(finiteness=inf)	geloven
datmen	CONJ(type=sub)+PD(type=pers,position=free)	dat+men
penst	VRB(finiteness=fin,tense=pres)	peinzen
ende	CONJ(type=coor)	en
moet	VRB(finiteness=fin,tense=pres)	moeten
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
lieden	NOU-C(number=pl)	lieden
en	ADV(type=reg)	ne
sy	VRB(finiteness=fin,tense=pres)	zijn
dat	CONJ(type=sub)	dat
mens	PD(type=pers,position=free)+PD(type=d-p,position=free)	men+dat
wel	ADV(type=reg)	wel
seker	AA(degree=pos,position=free)	zeker
zij	VRB(finiteness=fin,tense=pres)	zijn
sonne	NOU-C(number=sg)	zon
es	VRB(finiteness=fin,tense=pres)	zijn
jeghen	ADP(type=pre)	jegen
dat	PD(type=d-p,subtype=oth,position=prenom)	dat
teken	NOU-C(number=sg)	teken
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,subtype=art,position=prenom)	die
kindere	NOU-C(number=pl)	kind
die	PD(type=d-p,position=free)	die
geboren	AA(degree=pos,position=free)	geboren
werden	VRB(finiteness=fin,tense=pres)	worden
in	ADP(type=pre)	in
dat	PD(type=d-p,subtype=art,position=prenom)	dat
teken	NOU-C(number=sg)	teken
onder	ADP(type=pre)	onder
die	PD(type=d-p,subtype=art,position=prenom)	die
planete	NOU-C(number=sg)	planeet
sijn	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
heeter	AA(degree=comp,position=prenom)	heet
complexien	NOU-C(number=sg)	complexie
ende	CONJ(type=coor)	en
sy	PD(type=pers,position=free)	zij
hebben	VRB(finiteness=fin,tense=pres)	hebben
hetere	AA(degree=comp,position=prenom)	heet
magen	NOU-C(number=pl)	maag
dan	CONJ(type=sub)	dan
dandere	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
hitte	NOU-C(number=sg)	hitte
slaet	VRB(finiteness=fin,tense=pres)	slaan
op	VRB(finiteness=fin,tense=pres)	opklimmen
in	ADP(type=pre)	in
de	PD(type=d-p,subtype=art,position=prenom)	de
hersenen	NOU-C(number=pl)	hersenen
ende	CONJ(type=coor)	en
verwermt	VRB(finiteness=fin,tense=pres)	verwarmen
thoeft	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	dat+hoofd
ende	CONJ(type=coor)	en
verberret	VRB(finiteness=fin,tense=pres)	verbranden
die	PD(type=d-p,subtype=art,position=prenom)	die
wortelen	NOU-C(number=pl)	wortel
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
hare	NOU-C(number=sg)	haar
ende	CONJ(type=coor)	en
maket	VRB(finiteness=fin,tense=pres)	maken
thaer	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	dat+haar
van	ADP(type=pre)	van
geluwer	AA(degree=pos,position=prenom)	geel
ghedane	NOU-C(number=sg)	gedane
ende	CONJ(type=coor)	en
aldus	ADV(type=reg)	aldus
wert	VRB(finiteness=fin,tense=pres)	worden
dat	PD(type=d-p,subtype=oth,position=prenom)	dat
haer	NOU-C(number=sg)	haar
gelu	NOU-C(number=sg)	gele
dat	PD(type=d-p,subtype=art,position=prenom)	dat
teken	NOU-C(number=sg)	teken
dat	PD(type=d-p,position=free)	dat
men	PD(type=pers,position=free)	men
heet	VRB(finiteness=fin,tense=pres)	heten
leo	NOU-P	Leo
es	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
heeter	AA(degree=pos,position=prenom)	heet
natueren	NOU-C(number=sg)	natuur
alse	CONJ(type=sub)	als
die	PD(type=d-p,subtype=art,position=prenom)	die
sonne	NOU-C(number=sg)	zon
lijt	VRB(finiteness=fin,tense=pres)	lijden
dore	ADP(type=pre)	door
dat	PD(type=d-p,subtype=oth,position=prenom)	dat
teken	NOU-C(number=sg)	teken
soe	ADV(type=reg)	zo
verhit	VRB(finiteness=fin,tense=pres)	verhitten
sy	PD(type=pers,position=free)	zij
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,subtype=art,position=prenom)	die
werelt	NOU-C(number=sg)	wereld
ende	CONJ(type=coor)	en
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,position=free)	die
gheboren	AA(degree=pos,position=free)	geboren
werden	VRB(finiteness=fin,tense=pres)	worden
in	ADP(type=pre)	in
dat	PD(type=d-p,subtype=art,position=prenom)	dat
teken	NOU-C(number=sg)	teken
die	PD(type=d-p,position=free)	die
sijn	VRB(finiteness=fin,tense=pres)	zijn
gelu	NOU-C(number=sg)	gele
bider	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	bij+de
redenen	NOU-C(number=sg)	reden
voirseit	VRB(finiteness=pastpart)	voorzeggen
ende	CONJ(type=coor)	en
deen	PD(type=d-p,subtype=art,position=prenom)+NUM(type=card,position=free,representation=let)	de+een
meer	ADV(type=reg)	meer
dan	CONJ(type=sub)	dan
dandere	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander
na	ADP(type=pre)	na
dat	PD(type=d-p,subtype=art,position=prenom)	dat
begin	NOU-C(number=sg)	begin
middel	NOU-C(number=sg)	middel
ende	CONJ(type=coor)	en
dat	PD(type=d-p,position=free)	dat
uutgaen	NOU-C(number=sg)	uitgaan
ende	CONJ(type=coor)	en
na	ADP(type=pre)	na
dat	PD(type=d-p,subtype=art,position=prenom)	dat
merren	NOU-C(number=sg)	mirre
vander	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
planeten	NOU-C(number=pl)	planeet
